#,Thermostat,identifier,311053328721
#,Thermostat,name,Front AC
#,Start,date,2026-07-12
#,End,date,2026-08-12

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Requested Compressor Capacity (%),Requested Aux Capacity (%),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),Silent Mode (sec),Heat Pump Capacity (%),Heat Pump 2 Capacity (%),Heat Pump 3 Capacity (%),Compressor Heat Capacity (%),Compressor Cool Capacity (%),Aux Heat Capacity (%),DM Offset,Electricity Consumption,Gas Consumption,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Master Bedroom AC sensor (F),Master Bedroom AC sensor2
2026-07-15,06:05:00,cool,compressorCoolStage1On,,Sleep,71,67,71.1,42,0,0,89.5,0,285,0,300,,,,,,,,0.1,,,71.3,42,1,,0,
2026-07-15,06:10:00,cool,compressorCoolOff,,Sleep,71,67,70.8,42,0,0,89.5,0,0,0,30,,,,,,,,0.1,,,71,42,1,,0,
2026-07-15,06:15:00,cool,compressorCoolOff,,Sleep,71,67,70.8,43,0,0,89.5,0,0,0,0,,,,,,,,,,,70.8,43,1,,0,
2026-07-15,06:20:00,cool,compressorCoolOff,,Sleep,71,67,71.3,42,0,0,89.5,0,90,0,90,,,,,,,,0.1,,,71.5,42,1,,0,
2026-07-15,06:25:00,cool,compressorCoolStage1On,,Sleep,71,67,71.6,41,0,0,89.5,0,300,0,300,,,,,,,,0.2,,,71.9,41,1,,0,
2026-07-15,06:30:00,cool,compressorCoolStage1On,,Sleep,71,67,71.4,41,0,0,89.5,0,300,0,300,,,,,,,,0.2,,,71.7,41,0,,0,
2026-07-15,06:35:00,cool,compressorCoolStage1On,,Sleep,71,67,71.2,41,0,0,89.5,0,210,0,255,,,,,,,,0.2,,,71.5,41,1,,0,
2026-07-15,06:40:00,cool,compressorCoolOff,,Sleep,71,67,70.8,41,0,0,89.5,0,0,0,0,,,,,,,,0.1,,,71,41,0,,0,
2026-07-15,06:45:00,cool,compressorCoolOff,,Sleep,71,67,70.9,43,0,0,89.5,0,0,0,0,,,,,,,,,,,70.9,43,0,,0,
2026-07-15,06:50:00,cool,compressorCoolOff,,Sleep,71,67,71.4,43,0,0,89.5,0,180,0,180,,,,,,,,,,,71.4,43,0,,0,
2026-07-15,06:55:00,cool,compressorCoolStage1On,,Sleep,71,67,71.7,42,0,0,89.5,0,300,0,300,,,,,,,,,,,71.7,42,1,,0,
2026-07-15,07:00:00,cool,compressorCoolStage1On,,Sleep,71,67,71.1,41,0,0,90,0,120,0,165,,,,,,,,0.2,,,71.3,41,1,,0,
2026-07-15,07:05:00,cool,compressorCoolOff,,Sleep,71,67,71.1,42,0,0,90,0,180,0,180,,,,,,,,,,,71.1,42,1,,0,
2026-07-15,07:10:00,cool,compressorCoolStage1On,,Sleep,71,67,71.3,43,0,0,90,0,300,0,300,,,,,,,,,,,71.3,43,1,,0,
2026-07-15,07:15:00,cool,compressorCoolStage1On,,Sleep,71,67,71.1,42,0,0,90,0,285,0,300,,,,,,,,,,,71.1,42,1,,0,
2026-07-15,07:20:00,cool,compressorCoolOff,,Sleep,71,67,70.9,42,0,0,90,0,0,0,30,,,,,,,,,,,70.9,42,1,,0,
2026-07-15,07:25:00,cool,compressorCoolOff,,Sleep,74.7,67.7,71.3,43,0,0,90,0,0,0,0,,,,,,,,,,,71.3,43,1,,0,
2026-07-15,07:30:00,cool,compressorCoolOff,,WFH,76,68,71.8,43,0,0,90,0,0,0,0,,,,,,,,,,,71.8,43,0,,0,
2026-07-15,07:35:00,cool,compressorCoolOff,,WFH,76,68,72.3,43,0,0,90,0,0,0,0,,,,,,,,,,,72.3,43,1,,0,
2026-07-15,07:40:00,cool,compressorCoolOff,,WFH,76,68,72.7,44,0,0,90,0,0,0,0,,,,,,,,,,,72.7,44,1,,0,
2026-07-15,07:45:00,cool,compressorCoolOff,,WFH,76,68,73,44,0,0,90,0,0,0,0,,,,,,,,,,,73,44,1,,0,
2026-07-15,07:50:00,cool,compressorCoolOff,,WFH,76,68,73.3,44,0,0,90,0,0,0,0,,,,,,,,,,,73.3,44,1,,0,
2026-07-15,07:55:00,cool,compressorCoolOff,,WFH,76,68,73.6,44,0,0,90,0,0,0,0,,,,,,,,,,,73.6,44,1,,0,
2026-07-15,08:00:00,cool,compressorCoolOff,,WFH,76,68,73.9,44,0,0,91.3,0,0,0,0,,,,,,,,,,,73.9,44,1,,0,
2026-07-15,08:05:00,cool,compressorCoolOff,,WFH,76,68,74.1,44,0,0,91.3,0,0,0,0,,,,,,,,,,,74.1,44,0,,0,
2026-07-15,08:10:00,cool,compressorCoolOff,,WFH,76,68,74.3,44,0,0,91.3,0,0,0,0,,,,,,,,,,,74.3,44,1,,0,
2026-07-15,08:15:00,cool,compressorCoolOff,,WFH,76,68,74.4,43,0,0,91.3,0,0,0,0,,,,,,,,,,,74.4,43,1,,0,
2026-07-15,08:20:00,cool,compressorCoolOff,,WFH,76,68,74.4,44,0,0,91.3,0,0,0,0,,,,,,,,,,,74.4,44,0,,0,
2026-07-15,08:25:00,cool,compressorCoolOff,,WFH,76,68,74.6,45,0,0,91.3,0,0,0,0,,,,,,,,,,,74.6,45,0,,0,
2026-07-15,08:30:00,cool,compressorCoolOff,,WFH,76,68,74.9,44,0,0,93.9,0,0,0,0,,,,,,,,,,,74.9,44,0,,0,
2026-07-15,08:35:00,cool,compressorCoolOff,,WFH,76,68,75.1,44,0,0,93.9,0,0,0,0,,,,,,,,,,,75.1,44,0,,0,
2026-07-15,08:40:00,cool,compressorCoolOff,,WFH,76,68,75.3,44,0,0,93.9,0,0,0,0,,,,,,,,,,,75.3,44,1,,0,
2026-07-15,08:45:00,cool,compressorCoolOff,,WFH,76,68,75.5,43,0,0,93.9,0,0,0,0,,,,,,,,,,,75.5,43,1,,0,
2026-07-15,08:50:00,cool,compressorCoolOff,,WFH,76,68,75.5,43,0,0,93.9,0,0,0,0,,,,,,,,,,,75.5,43,1,,0,
2026-07-15,08:55:00,cool,compressorCoolOff,,WFH,76,68,75.5,43,0,0,93.9,0,0,0,0,,,,,,,,,,,75.5,43,0,,0,
2026-07-15,09:00:00,cool,compressorCoolOff,,WFH,76,68,75.7,44,0,0,94.5,0,0,0,0,,,,,,,,,,,75.7,44,0,,0,
2026-07-15,09:05:00,cool,compressorCoolOff,,WFH,76,68,75.8,44,0,0,94.5,0,0,0,0,,,,,,,,,,,75.8,44,1,,0,
2026-07-15,09:10:00,cool,compressorCoolOff,,WFH,76,68,76,44,0,0,94.5,0,60,0,60,,,,,,,,,,,76,44,1,,0,
2026-07-15,09:15:00,cool,compressorCoolStage1On,,WFH,76,68,76.2,43,0,0,94.5,0,300,0,300,,,,,,,,,,,76.2,43,1,,0,
2026-07-15,09:20:00,cool,compressorCoolStage1On,,WFH,76,68,75.7,42,0,0,94.5,0,90,0,135,,,,,,,,0.1,,,75.8,42,0,,0,
2026-07-15,09:25:00,cool,compressorCoolOff,,WFH,76,68,75,43,0,0,94.5,0,0,0,0,,,,,,,,,,,75,43,0,,0,
2026-07-15,09:30:00,cool,compressorCoolOff,,WFH,76,68,75,45,0,0,94.5,0,0,0,0,,,,,,,,,,,75,45,0,,0,
2026-07-15,09:35:00,cool,compressorCoolOff,,WFH,76,68,75.4,44,0,0,94.5,0,0,0,0,,,,,,,,,,,75.4,44,0,,0,
2026-07-15,09:40:00,cool,compressorCoolOff,,WFH,76,68,75.8,44,0,0,94.5,0,0,0,0,,,,,,,,,,,75.8,44,0,,0,
2026-07-15,09:45:00,cool,compressorCoolOff,,WFH,76,68,76.2,43,0,0,94.5,0,285,0,285,,,,,,,,,,,76.2,43,0,,0,
2026-07-15,09:50:00,cool,compressorCoolStage1On,,WFH,76,68,76,41,0,0,94.5,0,225,0,270,,,,,,,,0.1,,,76.1,41,0,,0,
2026-07-15,09:55:00,cool,compressorCoolOff,,WFH,76,68,75.3,42,0,0,94.5,0,0,0,0,,,,,,,,0.1,,,75.4,42,0,,0,
2026-07-15,10:00:00,cool,compressorCoolOff,,WFH,76,68,74.9,43,0,0,95,0,0,0,0,,,,,,,,,,,74.9,43,0,,0,
2026-07-15,10:05:00,cool,compressorCoolOff,,WFH,76,68,75.3,44,0,0,95,0,0,0,0,,,,,,,,,,,75.3,44,0,,0,
2026-07-15,10:10:00,cool,compressorCoolOff,,WFH,76,68,75.7,44,0,0,95,0,0,0,0,,,,,,,,,,,75.7,44,0,,0,
2026-07-15,10:15:00,cool,compressorCoolOff,,WFH,76,68,76.1,43,0,0,95,0,0,0,0,,,,,,,,,,,76.1,43,0,,0,
2026-07-15,10:20:00,cool,compressorCoolOff,,WFH,76,68,76.2,42,0,0,95,0,0,0,0,,,,,,,,0.1,,,76.3,42,0,,0,
2026-07-15,10:25:00,cool,compressorCoolOff,,WFH,76,68,76.1,42,0,0,95,0,0,0,0,,,,,,,,0.2,,,76.3,42,0,,0,
2026-07-15,10:30:00,cool,compressorCoolOff,,WFH,76,68,76.1,42,0,0,95,0,0,0,0,,,,,,,,,,,76.2,42,0,,0,
2026-07-15,10:35:00,cool,compressorCoolOff,,WFH,76,68,76.3,43,0,0,95,0,0,0,0,,,,,,,,,,,76.3,43,0,,0,
2026-07-15,10:40:00,cool,compressorCoolOff,,WFH,76,68,76.4,42,0,0,95,0,270,0,270,,,,,,,,0.1,,,76.5,42,0,,0,
2026-07-15,10:45:00,cool,compressorCoolStage1On,,WFH,76,68,76.4,41,0,0,95,0,300,0,300,,,,,,,,0.2,,,76.6,41,0,,0,
2026-07-15,10:50:00,cool,compressorCoolStage1On,,WFH,76,68,75.7,41,0,0,95,0,15,0,60,,,,,,,,0.2,,,75.9,41,0,,0,
2026-07-15,10:55:00,cool,compressorCoolOff,,WFH,76,68,75.2,43,0,0,95,0,0,0,0,,,,,,,,,,,75.2,43,0,,0,
2026-07-15,11:00:00,cool,compressorCoolOff,,WFH,76,68,75.4,43,0,0,98,0,0,0,0,,,,,,,,,,,75.4,43,0,,0,
2026-07-15,11:05:00,cool,compressorCoolOff,,WFH,76,68,75.8,43,0,0,98,0,0,0,0,,,,,,,,,,,75.8,43,0,,0,
2026-07-15,11:10:00,cool,compressorCoolOff,,WFH,76,68,76.1,42,0,0,98,0,0,0,0,,,,,,,,0.1,,,76.2,42,0,,0,
2026-07-15,11:15:00,cool,compressorCoolOff,,WFH,76,68,76.3,42,0,0,98,0,45,0,45,,,,,,,,0.2,,,76.5,42,0,,0,
2026-07-15,11:20:00,cool,compressorCoolStage1On,,WFH,76,68,76.5,42,0,0,98,0,300,0,300,,,,,,,,0.2,,,76.7,42,1,,0,
2026-07-15,11:25:00,cool,compressorCoolStage1On,,WFH,76,68,76.2,41,0,0,98,0,285,0,300,,,,,,,,0.2,,,76.5,41,1,,0,
2026-07-15,11:30:00,cool,compressorCoolOff,,WFH,76,68,75.5,41,0,0,98,0,0,0,30,,,,,,,,0.2,,,75.7,41,1,,0,
2026-07-15,11:35:00,cool,compressorCoolOff,,WFH,76,68,75.2,43,0,0,98,0,0,0,0,,,,,,,,,,,75.2,43,0,,0,
2026-07-15,11:40:00,cool,compressorCoolOff,,WFH,76,68,75.5,43,0,0,98,0,0,0,0,,,,,,,,,,,75.5,43,0,,0,
2026-07-15,11:45:00,cool,compressorCoolOff,,WFH,76,68,76,42,0,0,98,0,0,0,0,,,,,,,,,,,76,42,0,,0,
2026-07-15,11:50:00,cool,compressorCoolOff,,WFH,76,68,76.2,42,0,0,98,0,0,0,0,,,,,,,,0.1,,,76.3,42,1,,0,
2026-07-15,11:55:00,cool,compressorCoolOff,,WFH,76,68,76.3,42,0,0,98,0,60,0,60,,,,,,,,0.2,,,76.5,42,1,,0,
2026-07-15,12:00:00,cool,compressorCoolStage1On,,WFH,76,68,76.7,41,0,0,100.2,0,300,0,300,,,,,,,,0.1,,,76.8,41,0,,0,
2026-07-15,12:05:00,cool,compressorCoolStage1On,,WFH,76,68,76.2,41,0,0,100.2,0,240,0,285,,,,,,,,0.3,,,76.5,41,0,,0,
2026-07-15,12:10:00,cool,compressorCoolOff,,WFH,76,68,75.5,41,0,0,100.2,0,0,0,0,,,,,,,,0.1,,,75.6,41,0,,0,
2026-07-15,12:15:00,cool,compressorCoolOff,,WFH,76,68,75.3,43,0,0,100.2,0,0,0,0,,,,,,,,,,,75.3,43,0,,0,
2026-07-15,12:20:00,cool,compressorCoolOff,,WFH,76,68,75.6,43,0,0,100.2,0,0,0,0,,,,,,,,,,,75.6,43,0,,0,
2026-07-15,12:25:00,cool,compressorCoolOff,,WFH,76,68,76,42,0,0,100.2,0,0,0,0,,,,,,,,,,,76.1,42,0,,0,
2026-07-15,12:30:00,cool,compressorCoolOff,,WFH,76,68,76.3,42,0,0,97.9,0,60,0,60,,,,,,,,0.2,,,76.5,42,0,,0,
2026-07-15,12:35:00,cool,compressorCoolStage1On,,WFH,76,68,76.7,41,0,0,97.9,0,300,0,300,,,,,,,,0.1,,,76.8,41,0,,0,
2026-07-15,12:40:00,cool,compressorCoolStage1On,,WFH,76,68,76.4,41,0,0,97.9,0,300,0,300,,,,,,,,0.3,,,76.7,41,0,,0,
2026-07-15,12:45:00,cool,compressorCoolStage1On,,WFH,76,68,75.7,41,0,0,97.9,0,45,0,90,,,,,,,,0.2,,,76,41,0,,0,
2026-07-15,12:50:00,cool,compressorCoolOff,,WFH,76,68,75.3,43,0,0,97.9,0,0,0,0,,,,,,,,,,,75.3,43,0,,0,
2026-07-15,12:55:00,cool,compressorCoolOff,,WFH,76,68,75.5,43,0,0,97.9,0,0,0,0,,,,,,,,,,,75.5,43,0,,0,
2026-07-15,13:00:00,cool,compressorCoolOff,,WFH,76,68,76,42,0,0,98.6,0,0,0,0,,,,,,,,,,,76,42,0,,0,
2026-07-15,13:05:00,cool,compressorCoolOff,,WFH,76,68,76.2,42,0,0,98.6,0,0,0,0,,,,,,,,0.1,,,76.3,42,0,,0,
2026-07-15,13:10:00,cool,compressorCoolOff,,WFH,76,68,76.5,42,0,0,98.6,0,210,0,210,,,,,,,,0.1,,,76.7,42,0,,0,
2026-07-15,13:15:00,cool,compressorCoolStage1On,,WFH,76,68,76.7,41,0,0,98.6,0,300,0,300,,,,,,,,0.2,,,76.9,41,0,,0,
2026-07-15,13:20:00,cool,compressorCoolStage1On,,WFH,76,68,76.1,41,0,0,98.6,0,225,0,270,,,,,,,,0.3,,,76.5,41,0,,0,
2026-07-15,13:25:00,cool,compressorCoolOff,,WFH,76,68,75.6,42,0,0,98.6,0,0,0,0,,,,,,,,0.1,,,75.7,42,1,,0,
2026-07-15,13:30:00,cool,compressorCoolOff,,WFH,76,68,75.4,43,0,0,100.8,0,0,0,0,,,,,,,,,,,75.4,43,0,,0,
2026-07-15,13:35:00,cool,compressorCoolOff,,WFH,76,68,75.9,43,0,0,100.8,0,0,0,0,,,,,,,,,,,75.9,43,0,,0,
2026-07-15,13:40:00,cool,compressorCoolOff,,WFH,76,68,76.3,42,0,0,100.8,0,45,0,45,,,,,,,,0.1,,,76.4,42,0,,0,
2026-07-15,13:45:00,cool,compressorCoolStage1On,,WFH,76,68,76.7,42,0,0,100.8,0,300,0,300,,,,,,,,0.1,,,76.9,42,0,,0,
2026-07-15,13:50:00,cool,compressorCoolStage1On,,WFH,76,68,76.7,42,0,0,100.8,0,300,0,300,,,,,,,,0.1,,,76.8,42,0,,0,
2026-07-15,13:55:00,cool,compressorCoolStage1On,,WFH,76,68,76.2,42,0,0,100.8,0,270,0,300,,,,,,,,,,,76.2,42,0,,0,
2026-07-15,14:00:00,cool,compressorCoolOff,,WFH,76,68,75.6,43,0,0,101.5,0,0,0,15,,,,,,,,,,,75.6,43,0,,0,
2026-07-15,14:05:00,cool,compressorCoolOff,,WFH,76,68,75.4,44,0,0,101.5,0,0,0,0,,,,,,,,,,,75.4,44,0,,0,
2026-07-15,14:10:00,cool,compressorCoolOff,,WFH,76,68,75.9,44,0,0,101.5,0,0,0,0,,,,,,,,,,,75.9,44,0,,0,
2026-07-15,14:15:00,cool,compressorCoolOff,,WFH,76,68,76.5,43,0,0,101.5,0,180,0,180,,,,,,,,,,,76.5,43,0,,0,
2026-07-15,14:20:00,cool,compressorCoolStage1On,,WFH,76,68,76.9,43,0,0,101.5,0,300,0,300,,,,,,,,,,,76.9,43,0,,0,
2026-07-15,14:25:00,cool,compressorCoolStage1On,,WFH,76,68,76.5,43,0,0,101.5,0,300,0,300,,,,,,,,,,,76.5,43,0,,0,
2026-07-15,14:30:00,cool,compressorCoolStage1On,,WFH,76,68,76,43,0,0,101.5,0,300,0,300,,,,,,,,,,,76,43,0,,0,
2026-07-15,14:35:00,cool,compressorCoolStage1On,(SmartRecovery),WFH,76,68,75.5,43,0,0,101.5,0,300,0,300,,,,,,,,,,,75.5,43,0,,0,
2026-07-15,14:40:00,cool,compressorCoolStage1On,(SmartRecovery),WFH,76,68,75.1,43,0,0,101.5,0,300,0,300,,,,,,,,,,,75.1,43,0,,0,
2026-07-15,14:45:00,cool,compressorCoolStage1On,(SmartRecovery),WFH,76,68,74.6,43,0,0,101.5,0,300,0,300,,,,,,,,,,,74.6,43,0,,0,
2026-07-15,14:50:00,cool,compressorCoolStage1On,(SmartRecovery),WFH,76,68,74,43,0,0,101.5,0,150,0,195,,,,,,,,,,,74,43,0,,0,
2026-07-15,14:55:00,cool,compressorCoolOff,,WFH,74.5,68,73.9,44,0,0,101.5,0,0,0,0,,,,,,,,,,,73.9,44,0,,0,
2026-07-15,15:00:00,cool,compressorCoolOff,,Home,74,68,74.5,44,0,0,103.1,0,195,0,195,,,,,,,,,,,74.5,44,0,,0,
2026-07-15,15:05:00,cool,compressorCoolStage1On,,Home,74,68,75,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75,43,0,,0,
2026-07-15,15:10:00,cool,compressorCoolStage1On,,Home,74,68,75.1,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75.1,43,0,,0,
2026-07-15,15:15:00,cool,compressorCoolStage1On,,Home,74,68,74.8,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.8,43,0,,0,
2026-07-15,15:20:00,cool,compressorCoolStage1On,,Home,74,68,74.5,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.5,43,0,,0,
2026-07-15,15:25:00,cool,compressorCoolStage1On,,Home,74,68,74.2,43,0,0,103.1,0,270,0,300,,,,,,,,,,,74.2,43,0,,0,
2026-07-15,15:30:00,cool,compressorCoolOff,,Home,74,68,73.8,43,0,0,103.1,0,0,0,15,,,,,,,,,,,73.8,43,0,,0,
2026-07-15,15:35:00,cool,compressorCoolOff,,Home,74,68,74.2,44,0,0,103.1,0,60,0,60,,,,,,,,,,,74.2,44,0,,0,
2026-07-15,15:40:00,cool,compressorCoolStage1On,,Home,74,68,75,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75,43,0,,0,
2026-07-15,15:45:00,cool,compressorCoolStage1On,,Home,74,68,75.3,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75.3,43,0,,0,
2026-07-15,15:50:00,cool,compressorCoolStage1On,,Home,74,68,74.9,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.9,43,0,,0,
2026-07-15,15:55:00,cool,compressorCoolStage1On,,Home,74,68,74.6,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.6,43,0,,0,
2026-07-15,16:00:00,cool,compressorCoolStage1On,,Home,74,68,74.2,43,0,0,103.1,0,255,0,300,,,,,,,,,,,74.2,43,1,,0,
2026-07-15,16:05:00,cool,compressorCoolOff,,Home,74,68,73.6,44,0,0,103.1,0,0,0,0,,,,,,,,,,,73.6,44,1,,0,
2026-07-15,16:10:00,cool,compressorCoolOff,,Home,74,68,74.1,45,0,0,103.1,0,60,0,60,,,,,,,,,,,74.1,45,1,,0,
2026-07-15,16:15:00,cool,compressorCoolStage1On,,Home,74,68,75,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75,43,1,,0,
2026-07-15,16:20:00,cool,compressorCoolStage1On,,Home,74,68,75.3,42,0,0,103.1,0,300,0,300,,,,,,,,,,,75.3,42,0,,0,
2026-07-15,16:25:00,cool,compressorCoolStage1On,,Home,74,68,75,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75,43,0,,0,
2026-07-15,16:30:00,cool,compressorCoolStage1On,,Home,74,68,74.6,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.6,43,0,,0,
2026-07-15,16:35:00,cool,compressorCoolStage1On,,Home,74,68,74.3,43,0,0,103.1,0,300,0,300,,,,,,,,,,,74.3,43,0,,0,
2026-07-15,16:40:00,cool,compressorCoolStage1On,,Home,74,68,73.9,43,0,0,103.1,0,75,0,120,,,,,,,,,,,73.9,43,0,,0,
2026-07-15,16:45:00,cool,compressorCoolOff,,Home,74,68,73.8,44,0,0,103.1,0,0,0,0,,,,,,,,,,,73.8,44,0,,0,
2026-07-15,16:50:00,cool,compressorCoolOff,,Home,74,68,74.5,44,0,0,103.1,0,165,0,165,,,,,,,,,,,74.5,44,0,,0,
2026-07-15,16:55:00,cool,compressorCoolStage1On,,Home,74,68,75.1,43,0,0,103.1,0,300,0,300,,,,,,,,,,,75.1,43,0,,0,
2026-07-15,17:00:00,cool,compressorCoolStage1On,,Home,74,68,75.1,43,0,0,101.5,0,300,0,300,,,,,,,,,,,75.1,43,0,,0,
2026-07-15,17:05:00,cool,compressorCoolStage1On,,Home,74,68,74.8,43,0,0,101.5,0,300,0,300,,,,,,,,,,,74.8,43,0,,0,
2026-07-15,17:10:00,cool,compressorCoolStage1On,,Home,74,68,74.4,43,0,0,101.5,0,300,0,300,,,,,,,,,,,74.4,43,0,,0,
2026-07-15,17:15:00,cool,compressorCoolStage1On,,Home,74,68,74.1,43,0,0,101.5,0,225,0,270,,,,,,,,,,,74.1,43,0,,0,
2026-07-15,17:20:00,cool,compressorCoolOff,,Home,74,68,73.8,43,0,0,101.5,0,0,0,0,,,,,,,,,,,73.8,43,0,,0,
2026-07-15,17:25:00,cool,compressorCoolOff,,Home,74,68,74.1,44,0,0,101.5,0,30,0,30,,,,,,,,,,,74.1,44,0,,0,
2026-07-15,17:30:00,cool,compressorCoolStage1On,,Home,74,68,74.9,43,0,0,99.1,0,300,0,300,,,,,,,,,,,74.9,43,0,,0,
2026-07-15,17:35:00,cool,compressorCoolStage1On,,Home,74,68,75.1,43,0,0,99.1,0,300,0,300,,,,,,,,,,,75.1,43,0,,0,
2026-07-15,17:40:00,cool,compressorCoolStage1On,,Home,74,68,74.8,43,0,0,99.1,0,300,0,300,,,,,,,,,,,74.8,43,0,,0,
2026-07-15,17:45:00,cool,compressorCoolStage1On,,Home,74,68,74.4,43,0,0,99.1,0,300,0,300,,,,,,,,,,,74.4,43,0,,0,
2026-07-15,17:50:00,cool,compressorCoolStage1On,,Home,74,68,74,42,0,0,99.1,0,195,0,240,,,,,,,,,,,74,42,0,,0,
2026-07-15,17:55:00,cool,compressorCoolOff,,Home,74,68,73.7,42,0,0,99.1,0,0,0,0,,,,,,,,,,,73.8,42,0,,0,
2026-07-15,18:00:00,cool,compressorCoolOff,,Home,74,68,74.1,43,0,0,95.4,0,30,0,30,,,,,,,,,,,74.1,43,0,,0,
2026-07-15,18:05:00,cool,compressorCoolStage1On,,Home,74,68,74.9,43,0,0,95.4,0,300,0,300,,,,,,,,,,,74.9,43,0,,0,
2026-07-15,18:10:00,cool,compressorCoolStage1On,,Home,74,68,74.9,41,0,0,95.4,0,300,0,300,,,,,,,,0.1,,,75.1,41,0,,0,
2026-07-15,18:15:00,cool,compressorCoolStage1On,,Home,74.5,67.7,74.5,41,0,0,95.4,0,210,0,240,,,,,,,,0.2,,,74.8,41,0,,0,
2026-07-15,18:20:00,cool,compressorCoolOff,smartAway,Home,75.9,67,74.2,42,0,0,95.4,0,0,0,0,,,,,,,,,,,74.3,42,0,,0,
2026-07-15,18:25:00,cool,compressorCoolOff,smartAway,Home,75.9,67,74.3,44,0,0,95.4,0,0,0,0,,,,,,,,,,,74.3,44,0,,0,
2026-07-15,18:30:00,cool,compressorCoolOff,smartAway,Home,75.9,67,74.9,43,0,0,98,0,0,0,0,,,,,,,,,,,74.9,43,0,,0,
2026-07-15,18:35:00,cool,compressorCoolOff,smartAway,Home,75.9,67,75.6,43,0,0,98,0,0,0,0,,,,,,,,,,,75.6,43,0,,0,
2026-07-15,18:40:00,cool,compressorCoolOff,smartAway,Home,75.9,67,76.1,42,0,0,98,0,0,0,0,,,,,,,,,,,76.1,42,0,,0,
2026-07-15,18:45:00,cool,compressorCoolOff,smartAway,Home,75.9,67,76.1,42,0,0,98,0,0,0,0,,,,,,,,0.2,,,76.3,42,0,,0,
2026-07-15,18:50:00,cool,compressorCoolOff,smartAway,Home,75.9,67,76.2,41,0,0,98,0,0,0,0,,,,,,,,0.2,,,76.4,41,0,,0,
2026-07-15,18:55:00,cool,compressorCoolStage1On,,Home,74,68,76.3,41,0,0,98,0,300,0,300,,,,,,,,0.2,,,76.5,41,1,,0,
2026-07-15,19:00:00,cool,compressorCoolStage1On,,Home,74,68,76.4,42,0,0,95.1,0,300,0,300,,,,,,,,0.2,,,76.6,42,0,,0,
2026-07-15,19:05:00,cool,compressorCoolStage1On,,Home,74,68,75.9,42,0,0,95.1,0,300,0,300,,,,,,,,0.1,,,76,42,0,,0,
2026-07-15,19:10:00,cool,compressorCoolStage1On,,Home,74,68,74.9,41,0,0,95.1,0,300,0,300,,,,,,,,0.2,,,75.2,41,1,,0,
2026-07-15,19:15:00,cool,compressorCoolStage1On,,Home,74,68,74,41,0,0,95.1,0,90,0,135,,,,,,,,0.1,,,74.1,41,0,,0,
2026-07-15,19:20:00,cool,compressorCoolOff,,Home,74,68,74.2,43,0,0,95.1,0,45,0,45,,,,,,,,,,,74.2,43,0,,0,
2026-07-15,19:25:00,cool,compressorCoolStage1On,,Home,74,68,74.7,43,0,0,95.1,0,300,0,300,,,,,,,,,,,74.7,43,0,,0,
2026-07-15,19:30:00,cool,compressorCoolStage1On,,Home,74,68,74.5,43,0,0,95.1,0,300,0,300,,,,,,,,,,,74.5,43,0,,0,
2026-07-15,19:35:00,cool,compressorCoolStage1On,,Home,74,68,74.2,42,0,0,95.1,0,300,0,300,,,,,,,,,,,74.2,42,0,,0,
2026-07-15,19:40:00,cool,compressorCoolStage1On,,Home,74,68,73.8,42,0,0,95.1,0,75,0,120,,,,,,,,,,,73.9,42,1,,0,
2026-07-15,19:45:00,cool,compressorCoolOff,,Home,74,68,73.8,43,0,0,95.1,0,0,0,0,,,,,,,,,,,73.8,43,0,,0,
2026-07-15,19:50:00,cool,compressorCoolOff,,Home,74,68,74.5,44,0,0,95.1,0,180,0,180,,,,,,,,,,,74.5,44,0,,0,
2026-07-15,19:55:00,cool,compressorCoolStage1On,,Home,73.7,68.6,74.8,43,0,0,95.1,0,300,0,300,,,,,,,,,,,74.8,43,0,,0,
2026-07-15,20:00:00,cool,compressorCoolStage1On,auto,Home,72,72,74.2,42,0,0,92.8,0,300,0,300,,,,,,,,,,,74.2,42,0,,0,
2026-07-15,20:05:00,cool,compressorCoolStage1On,auto,Home,72,72,73.5,41,0,0,92.8,0,300,0,300,,,,,,,,0.2,,,73.8,41,0,,0,
2026-07-15,20:10:00,cool,compressorCoolStage1On,auto,Home,72,72,73.2,42,0,0,92.8,0,300,0,300,,,,,,,,0.1,,,73.3,42,0,,0,
2026-07-15,20:15:00,cool,compressorCoolStage1On,auto,Home,72,72,73,41,0,0,92.8,0,300,0,300,,,,,,,,0.1,,,73.1,41,0,,0,
